hash_partida,hash_tf,data_partida,periodo,temporada,team_hash_a,team_hash_b,fg_made_a,fg_att_a,fg3_made_a,fg3_att_a,fg2_made_a,fg2_att_a,ft_made_a,ft_att_a,fg_made_b,fg_att_b,fg3_made_b,fg3_att_b,fg2_made_b,fg2_att_b,ft_made_b,ft_att_b,pace_a,pace_b,match_pace,pts_a,pts_b,a_mov,total,a_mov_cumsum,a_mov_prior
Botafogo2023Mogi2023,Botafogo2023Mogi20231,2023-06-15,1,2023,Botafogo2023,Mogi2023,16,18,3,9,2,9,3,8,13,15,1,8,2,7,6,12,28.52,21.28,24.9,16,13,3,29,3,0.0
Botafogo2023Mogi2023,Botafogo2023Mogi20232,2023-06-15,2,2023,Botafogo2023,Mogi2023,20,10,2,4,3,6,8,12,16,13,0,4,4,9,8,11,22.28,20.84,21.56,20,16,4,36,7,3.0
Botafogo2023Mogi2023,Botafogo2023Mogi20233,2023-06-15,3,2023,Botafogo2023,Mogi2023,9,16,0,7,3,9,3,5,23,14,2,4,7,10,3,8,22.2,18.52,20.36,9,23,-14,32,-7,7.0
Botafogo2023Mogi2023,Botafogo2023Mogi20234,2023-06-15,4,2023,Botafogo2023,Mogi2023,11,19,0,7,4,12,3,4,17,9,0,3,4,6,9,13,22.76,17.72,20.24,11,17,-6,28,-13,-7.0
Bauru Basket2023Pinheiros2023,Bauru Basket2023Pinheiros20231,2023-06-15,1,2023,Bauru Basket2023,Pinheiros2023,14,19,1,9,3,10,5,5,24,16,3,6,4,10,7,8,23.2,18.52,20.86,14,24,-10,38,-10,0.0
Bauru Basket2023Pinheiros2023,Bauru Basket2023Pinheiros20232,2023-06-15,2,2023,Bauru Basket2023,Pinheiros2023,13,20,0,6,5,14,3,4,26,15,3,6,6,9,5,9,25.76,22.96,24.36,13,26,-13,39,-23,-10.0
Bauru Basket2023Pinheiros2023,Bauru Basket2023Pinheiros20233,2023-06-15,3,2023,Bauru Basket2023,Pinheiros2023,8,14,1,7,2,7,1,3,22,17,3,8,5,9,3,3,16.32,24.32,20.32,8,22,-14,30,-37,-23.0
Bauru Basket2023Pinheiros2023,Bauru Basket2023Pinheiros20234,2023-06-15,4,2023,Bauru Basket2023,Pinheiros2023,15,21,1,10,5,11,2,2,21,15,2,7,7,8,1,3,22.88,16.32,19.6,15,21,-6,36,-43,-37.0
Flamengo2023São José Basketball2023,Flamengo2023São José Basketball20231,2023-06-15,1,2023,Flamengo2023,São José Basketball2023,17,15,3,8,4,7,0,0,17,18,2,7,4,11,3,4,15.0,16.76,15.88,17,17,0,34,0,0.0
Flamengo2023São José Basketball2023,Flamengo2023São José Basketball20232,2023-06-15,2,2023,Flamengo2023,São José Basketball2023,16,17,1,7,6,10,1,3,21,22,4,11,3,11,3,7,17.32,23.08,20.2,16,21,-5,37,-5,0.0
Flamengo2023São José Basketball2023,Flamengo2023São José Basketball20233,2023-06-15,3,2023,Flamengo2023,São José Basketball2023,21,16,3,6,5,10,2,4,26,13,2,3,6,10,8,13,20.76,19.72,20.24,21,26,-5,47,-10,-5.0
Flamengo2023São José Basketball2023,Flamengo2023São José Basketball20234,2023-06-15,4,2023,Flamengo2023,São José Basketball2023,14,16,0,3,6,13,2,6,33,18,1,2,13,16,4,8,21.64,25.52,23.58,14,33,-19,47,-29,-10.0
Caxias2023IVV/CETAF2023,Caxias2023IVV/CETAF20231,2023-06-16,1,2023,Caxias2023,IVV/CETAF2023,16,16,1,5,6,11,1,2,12,13,1,7,3,6,3,4,16.88,12.76,14.82,16,12,4,28,4,0.0
Caxias2023IVV/CETAF2023,Caxias2023IVV/CETAF20232,2023-06-16,2,2023,Caxias2023,IVV/CETAF2023,19,16,2,8,5,8,3,7,12,10,1,4,3,6,3,6,19.08,18.64,18.86,19,12,7,31,11,4.0
Caxias2023IVV/CETAF2023,Caxias2023IVV/CETAF20233,2023-06-16,3,2023,Caxias2023,IVV/CETAF2023,21,17,2,6,7,11,1,3,7,16,1,5,2,11,0,2,20.32,14.88,17.6,21,7,14,28,25,11.0
Caxias2023IVV/CETAF2023,Caxias2023IVV/CETAF20234,2023-06-16,4,2023,Caxias2023,IVV/CETAF2023,18,21,2,7,6,14,0,2,9,12,0,2,3,10,3,6,21.88,16.64,19.26,18,9,9,27,34,25.0
Flamengo2023Mogi2023,Flamengo2023Mogi20231,2023-06-16,1,2023,Flamengo2023,Mogi2023,20,16,3,4,4,12,3,6,18,15,1,8,5,7,5,6,19.64,19.64,19.64,20,18,2,38,2,0.0
Flamengo2023Mogi2023,Flamengo2023Mogi20232,2023-06-16,2,2023,Flamengo2023,Mogi2023,12,15,0,4,6,11,0,2,13,17,3,12,1,5,2,2,16.880000000000003,16.88,16.880000000000003,12,13,-1,25,1,2.0
Flamengo2023Mogi2023,Flamengo2023Mogi20233,2023-06-16,3,2023,Flamengo2023,Mogi2023,17,16,1,2,7,14,0,0,20,16,2,11,4,5,6,7,21.0,22.08,21.54,17,20,-3,37,-2,1.0
Flamengo2023Mogi2023,Flamengo2023Mogi20234,2023-06-16,4,2023,Flamengo2023,Mogi2023,22,18,1,10,7,8,5,7,26,14,4,6,4,8,6,9,26.08,21.96,24.02,22,26,-4,48,-6,-2.0
Botafogo2023Pinheiros2023,Botafogo2023Pinheiros20231,2023-06-16,1,2023,Botafogo2023,Pinheiros2023,18,19,2,9,5,10,2,2,28,18,6,10,5,8,0,0,17.88,19.0,18.44,18,28,-10,46,-10,0.0
Botafogo2023Pinheiros2023,Botafogo2023Pinheiros20232,2023-06-16,2,2023,Botafogo2023,Pinheiros2023,15,17,2,9,2,8,5,7,29,19,3,6,10,13,0,6,28.08,22.64,25.36,15,29,-14,44,-24,-10.0
Botafogo2023Pinheiros2023,Botafogo2023Pinheiros20233,2023-06-16,3,2023,Botafogo2023,Pinheiros2023,24,15,3,6,6,9,3,6,23,16,2,8,6,8,5,6,22.64,22.64,22.64,24,23,1,47,-23,-24.0
Botafogo2023Pinheiros2023,Botafogo2023Pinheiros20234,2023-06-16,4,2023,Botafogo2023,Pinheiros2023,16,20,2,10,3,10,4,7,22,15,1,7,7,8,5,13,25.08,22.72,23.9,16,22,-6,38,-29,-23.0
Bauru Basket2023São José Basketball2023,Bauru Basket2023São José Basketball20231,2023-06-16,1,2023,Bauru Basket2023,São José Basketball2023,15,19,0,5,6,14,3,4,9,15,0,6,4,9,1,2,20.76,19.880000000000003,20.32,15,9,6,24,6,0.0
Bauru Basket2023São José Basketball2023,Bauru Basket2023São José Basketball20232,2023-06-16,2,2023,Bauru Basket2023,São José Basketball2023,16,14,3,10,3,4,1,2,10,14,0,3,4,11,2,5,19.880000000000003,16.2,18.04,16,10,6,26,12,6.0
Bauru Basket2023São José Basketball2023,Bauru Basket2023São José Basketball20233,2023-06-16,3,2023,Bauru Basket2023,São José Basketball2023,19,14,2,5,3,9,7,9,21,19,0,2,8,17,5,11,22.96,20.84,21.9,19,21,-2,40,10,12.0
Bauru Basket2023São José Basketball2023,Bauru Basket2023São José Basketball20234,2023-06-16,4,2023,Bauru Basket2023,São José Basketball2023,13,13,0,3,5,10,3,4,31,15,3,5,6,10,10,12,22.76,24.28,23.52,13,31,-18,44,-8,10.0
AABJ Joinville2023Thalia/PH.D Esportes2023,AABJ Joinville2023Thalia/PH.D Esportes20231,2023-06-16,1,2023,AABJ Joinville2023,Thalia/PH.D Esportes2023,8,16,1,7,2,9,1,2,14,14,2,7,3,7,2,5,17.88,18.2,18.04,8,14,-6,22,-6,0.0
AABJ Joinville2023Thalia/PH.D Esportes2023,AABJ Joinville2023Thalia/PH.D Esportes20232,2023-06-16,2,2023,AABJ Joinville2023,Thalia/PH.D Esportes2023,7,18,1,9,1,9,2,2,11,17,1,6,4,11,0,3,17.88,19.32,18.6,7,11,-4,18,-10,-6.0
AABJ Joinville2023Thalia/PH.D Esportes2023,AABJ Joinville2023Thalia/PH.D Esportes20233,2023-06-16,3,2023,AABJ Joinville2023,Thalia/PH.D Esportes2023,17,19,1,8,5,11,4,5,21,15,2,6,4,9,7,9,26.2,22.96,24.58,17,21,-4,38,-14,-10.0
AABJ Joinville2023Thalia/PH.D Esportes2023,AABJ Joinville2023Thalia/PH.D Esportes20234,2023-06-16,4,2023,AABJ Joinville2023,Thalia/PH.D Esportes2023,14,17,3,7,2,10,1,2,19,15,1,5,6,10,4,7,21.88,21.08,21.48,14,19,-5,33,-19,-14.0
Pato Basquete2023União Corinthians2023,Pato Basquete2023União Corinthians20231,2023-06-16,1,2023,Pato Basquete2023,União Corinthians2023,21,22,3,12,6,10,0,0,11,14,1,4,3,10,2,2,19.0,14.88,16.94,21,11,10,32,10,0.0
Pato Basquete2023União Corinthians2023,Pato Basquete2023União Corinthians20232,2023-06-16,2,2023,Pato Basquete2023,União Corinthians2023,16,18,2,11,4,7,2,6,18,18,2,6,6,12,0,3,20.64,21.32,20.98,16,18,-2,34,8,10.0
Pato Basquete2023União Corinthians2023,Pato Basquete2023União Corinthians20233,2023-06-16,3,2023,Pato Basquete2023,União Corinthians2023,24,18,3,5,6,13,3,7,10,15,0,3,5,12,0,0,17.08,20.0,18.54,24,10,14,34,22,8.0
Pato Basquete2023União Corinthians2023,Pato Basquete2023União Corinthians20234,2023-06-16,4,2023,Pato Basquete2023,União Corinthians2023,19,17,3,9,4,8,2,2,18,23,0,1,8,22,2,4,23.88,21.76,22.82,19,18,1,37,23,22.0
Bauru Basket2023Flamengo2023,Bauru Basket2023Flamengo20231,2023-06-17,1,2023,Bauru Basket2023,Flamengo2023,14,17,2,7,4,10,0,0,14,16,0,4,7,12,0,0,18.0,17.0,17.5,14,14,0,28,0,0.0
Bauru Basket2023Flamengo2023,Bauru Basket2023Flamengo20232,2023-06-17,2,2023,Bauru Basket2023,Flamengo2023,14,19,2,8,4,11,0,0,21,15,2,5,7,10,1,2,16.0,15.88,15.94,14,21,-7,35,-7,0.0
Bauru Basket2023Flamengo2023,Bauru Basket2023Flamengo20233,2023-06-17,3,2023,Bauru Basket2023,Flamengo2023,26,17,2,7,7,10,6,8,6,14,0,5,1,9,4,12,23.52,25.28,24.4,26,6,20,32,13,-7.0
Bauru Basket2023Flamengo2023,Bauru Basket2023Flamengo20234,2023-06-17,4,2023,Bauru Basket2023,Flamengo2023,19,16,1,5,6,11,4,4,13,12,0,2,3,10,7,10,19.76,18.4,19.08,19,13,6,32,19,13.0
AABJ Joinville2023Pato Basquete2023,AABJ Joinville2023Pato Basquete20231,2023-06-17,1,2023,AABJ Joinville2023,Pato Basquete2023,12,16,0,4,6,12,0,0,12,17,2,9,2,8,2,3,18.0,17.32,17.66,12,12,0,24,0,0.0
AABJ Joinville2023Pato Basquete2023,AABJ Joinville2023Pato Basquete20232,2023-06-17,2,2023,AABJ Joinville2023,Pato Basquete2023,20,16,3,8,5,8,1,1,17,15,1,6,6,9,2,3,19.44,15.32,17.380000000000003,20,17,3,37,3,0.0
AABJ Joinville2023Pato Basquete2023,AABJ Joinville2023Pato Basquete20233,2023-06-17,3,2023,AABJ Joinville2023,Pato Basquete2023,19,18,2,12,4,6,5,6,17,14,2,3,3,11,5,6,20.64,19.64,20.14,19,17,2,36,5,3.0
AABJ Joinville2023Pato Basquete2023,AABJ Joinville2023Pato Basquete20234,2023-06-17,4,2023,AABJ Joinville2023,Pato Basquete2023,17,19,3,12,3,7,2,2,32,13,5,7,5,6,7,9,23.88,19.96,21.92,17,32,-15,49,-10,5.0
Botafogo2023São José Basketball2023,Botafogo2023São José Basketball20231,2023-06-17,1,2023,Botafogo2023,São José Basketball2023,19,15,2,6,6,9,1,2,19,17,3,8,5,9,0,0,15.88,19.0,17.44,19,19,0,38,0,0.0
Botafogo2023São José Basketball2023,Botafogo2023São José Basketball20232,2023-06-17,2,2023,Botafogo2023,São José Basketball2023,18,12,4,8,3,4,0,0,19,17,1,6,7,11,2,3,15.0,20.32,17.66,18,19,-1,37,-1,0.0
Botafogo2023São José Basketball2023,Botafogo2023São José Basketball20233,2023-06-17,3,2023,Botafogo2023,São José Basketball2023,19,15,2,7,4,8,5,13,19,15,2,7,6,8,1,3,21.72,23.32,22.52,19,19,0,38,-1,-1.0
Botafogo2023São José Basketball2023,Botafogo2023São José Basketball20234,2023-06-17,4,2023,Botafogo2023,São José Basketball2023,11,16,0,6,4,10,3,7,16,11,0,2,5,9,6,14,26.08,20.16,23.12,11,16,-5,27,-6,-1.0
IVV/CETAF2023Thalia/PH.D Esportes2023,IVV/CETAF2023Thalia/PH.D Esportes20231,2023-06-17,1,2023,IVV/CETAF2023,Thalia/PH.D Esportes2023,11,15,0,5,5,10,1,2,18,22,1,7,4,15,7,11,20.880000000000003,19.84,20.36,11,18,-7,29,-7,0.0
IVV/CETAF2023Thalia/PH.D Esportes2023,IVV/CETAF2023Thalia/PH.D Esportes20232,2023-06-17,2,2023,IVV/CETAF2023,Thalia/PH.D Esportes2023,14,11,1,6,3,5,5,8,15,17,0,5,4,12,7,10,19.52,21.4,20.46,14,15,-1,29,-8,-7.0
IVV/CETAF2023Thalia/PH.D Esportes2023,IVV/CETAF2023Thalia/PH.D Esportes20233,2023-06-17,3,2023,IVV/CETAF2023,Thalia/PH.D Esportes2023,8,17,0,10,3,7,2,6,18,17,2,7,6,10,0,2,16.64,21.88,19.26,8,18,-10,26,-18,-8.0
IVV/CETAF2023Thalia/PH.D Esportes2023,IVV/CETAF2023Thalia/PH.D Esportes20234,2023-06-17,4,2023,IVV/CETAF2023,Thalia/PH.D Esportes2023,14,19,2,10,4,9,0,0,23,16,0,2,11,14,1,2,18.0,19.88,18.94,14,23,-9,37,-27,-18.0
Caxias2023União Corinthians2023,Caxias2023União Corinthians20231,2023-06-17,1,2023,Caxias2023,União Corinthians2023,18,19,1,10,5,9,5,6,14,12,1,4,4,8,3,4,22.64,19.76,21.2,18,14,4,32,4,0.0
Caxias2023União Corinthians2023,Caxias2023União Corinthians20232,2023-06-17,2,2023,Caxias2023,União Corinthians2023,20,23,2,14,6,9,2,4,12,19,0,2,6,17,0,3,23.76,21.32,22.54,20,12,8,32,12,4.0
Caxias2023União Corinthians2023,Caxias2023União Corinthians20233,2023-06-17,3,2023,Caxias2023,União Corinthians2023,26,22,4,12,7,10,0,0,7,16,0,3,2,13,3,6,24.0,14.64,19.32,26,7,19,33,31,12.0
Caxias2023União Corinthians2023,Caxias2023União Corinthians20234,2023-06-17,4,2023,Caxias2023,União Corinthians2023,14,16,2,9,3,7,2,4,11,13,0,5,4,8,3,6,19.76,15.64,17.700000000000003,14,11,3,25,34,31.0
B.Cearense2023Caixa Brasília Basquete2023,B.Cearense2023Caixa Brasília Basquete20231,2023-06-18,1,2023,B.Cearense2023,Caixa Brasília Basquete2023,15,12,0,4,6,8,3,6,21,18,3,9,6,9,0,1,15.64,20.44,18.04,15,21,-6,36,-6,0.0
B.Cearense2023Caixa Brasília Basquete2023,B.Cearense2023Caixa Brasília Basquete20232,2023-06-18,2,2023,B.Cearense2023,Caixa Brasília Basquete2023,15,18,2,9,3,9,3,6,24,16,4,7,5,9,2,4,20.64,20.76,20.700000000000003,15,24,-9,39,-15,-6.0
B.Cearense2023Caixa Brasília Basquete2023,B.Cearense2023Caixa Brasília Basquete20233,2023-06-18,3,2023,B.Cearense2023,Caixa Brasília Basquete2023,20,20,1,5,8,15,1,4,13,21,1,8,4,13,2,2,18.76,23.88,21.32,20,13,7,33,-8,-15.0
B.Cearense2023Caixa Brasília Basquete2023,B.Cearense2023Caixa Brasília Basquete20234,2023-06-18,4,2023,B.Cearense2023,Caixa Brasília Basquete2023,14,10,1,6,2,4,7,10,9,15,0,5,3,10,3,8,18.4,21.52,19.96,14,9,5,23,-3,-8.0
IVV/CETAF2023Pato Basquete2023,IVV/CETAF2023Pato Basquete20231,2023-06-18,1,2023,IVV/CETAF2023,Pato Basquete2023,21,16,3,9,6,7,0,0,17,17,0,5,8,12,1,3,18.0,16.32,17.16,21,17,4,38,4,0.0
IVV/CETAF2023Pato Basquete2023,IVV/CETAF2023Pato Basquete20232,2023-06-18,2,2023,IVV/CETAF2023,Pato Basquete2023,21,19,3,7,5,12,2,2,23,14,4,9,2,5,7,8,21.88,16.52,19.2,21,23,-2,44,2,4.0
IVV/CETAF2023Pato Basquete2023,IVV/CETAF2023Pato Basquete20233,2023-06-18,3,2023,IVV/CETAF2023,Pato Basquete2023,15,14,1,4,6,10,0,0,21,16,4,8,3,8,3,3,17.0,18.32,17.66,15,21,-6,36,-4,2.0
IVV/CETAF2023Pato Basquete2023,IVV/CETAF2023Pato Basquete20234,2023-06-18,4,2023,IVV/CETAF2023,Pato Basquete2023,13,13,1,4,4,9,2,3,17,15,1,6,6,9,2,3,17.32,17.32,17.32,13,17,-4,30,-8,-4.0
Minas2023Praia Clube2023,Minas2023Praia Clube20231,2023-06-18,1,2023,Minas2023,Praia Clube2023,21,15,1,4,8,11,2,6,21,18,4,9,4,9,1,4,20.64,23.76,22.200000000000003,21,21,0,42,0,0.0
Minas2023Praia Clube2023,Minas2023Praia Clube20232,2023-06-18,2,2023,Minas2023,Praia Clube2023,22,17,2,6,6,11,4,5,23,17,2,9,7,8,3,7,22.2,21.08,21.64,22,23,-1,45,-1,0.0
Minas2023Praia Clube2023,Minas2023Praia Clube20233,2023-06-18,3,2023,Minas2023,Praia Clube2023,18,16,4,8,2,8,2,6,19,16,4,9,3,7,1,2,18.64,22.88,20.76,18,19,-1,37,-2,-1.0
Minas2023Praia Clube2023,Minas2023Praia Clube20234,2023-06-18,4,2023,Minas2023,Praia Clube2023,11,17,0,10,3,7,5,8,29,21,2,4,9,17,5,7,25.52,29.08,27.3,11,29,-18,40,-20,-2.0
Paulistano2023R10 Score Vasco da Gama2023,Paulistano2023R10 Score Vasco da Gama20231,2023-06-18,1,2023,Paulistano2023,R10 Score Vasco da Gama2023,28,18,1,8,9,10,7,12,18,16,2,10,5,6,2,3,18.28,23.32,20.8,28,18,10,46,10,0.0
Paulistano2023R10 Score Vasco da Gama2023,Paulistano2023R10 Score Vasco da Gama20232,2023-06-18,2,2023,Paulistano2023,R10 Score Vasco da Gama2023,17,18,2,10,4,8,3,7,12,13,1,4,2,9,5,8,24.08,20.52,22.3,17,12,5,29,15,10.0
Paulistano2023R10 Score Vasco da Gama2023,Paulistano2023R10 Score Vasco da Gama20233,2023-06-18,3,2023,Paulistano2023,R10 Score Vasco da Gama2023,24,16,2,5,6,11,6,8,14,14,1,6,5,8,1,4,24.52,20.76,22.64,24,14,10,38,25,15.0
Paulistano2023R10 Score Vasco da Gama2023,Paulistano2023R10 Score Vasco da Gama20234,2023-06-18,4,2023,Paulistano2023,R10 Score Vasco da Gama2023,11,12,0,5,5,7,1,3,12,17,2,5,3,12,0,2,13.32,19.88,16.6,11,12,-1,23,24,25.0
Corinthians2023Rio Claro Basquete2023,Corinthians2023Rio Claro Basquete20231,2023-06-18,1,2023,Corinthians2023,Rio Claro Basquete2023,22,21,2,9,7,12,2,3,16,19,2,6,4,13,2,2,21.32,24.88,23.1,22,16,6,38,6,0.0
Corinthians2023Rio Claro Basquete2023,Corinthians2023Rio Claro Basquete20232,2023-06-18,2,2023,Corinthians2023,Rio Claro Basquete2023,21,20,0,10,7,10,7,12,11,16,1,9,3,7,2,2,25.28,22.88,24.08,21,11,10,32,16,6.0
Corinthians2023Rio Claro Basquete2023,Corinthians2023Rio Claro Basquete20233,2023-06-18,3,2023,Corinthians2023,Rio Claro Basquete2023,27,18,4,11,5,7,5,5,16,19,0,5,7,14,2,3,21.2,23.32,22.26,27,16,11,43,27,16.0
Corinthians2023Rio Claro Basquete2023,Corinthians2023Rio Claro Basquete20234,2023-06-18,4,2023,Corinthians2023,Rio Claro Basquete2023,26,23,4,11,6,12,2,7,13,17,0,4,5,13,3,4,22.08,21.76,21.92,26,13,13,39,40,27.0
SESI Franca2023São Paulo FC2023,SESI Franca2023São Paulo FC20231,2023-06-18,1,2023,SESI Franca2023,São Paulo FC2023,16,18,2,6,4,12,2,4,17,15,2,5,4,10,3,4,20.76,18.76,19.76,16,17,-1,33,-1,0.0
SESI Franca2023São Paulo FC2023,SESI Franca2023São Paulo FC20232,2023-06-18,2,2023,SESI Franca2023,São Paulo FC2023,22,15,1,4,6,11,7,9,17,18,5,11,0,7,2,6,20.96,27.64,24.3,22,17,5,39,4,-1.0
SESI Franca2023São Paulo FC2023,SESI Franca2023São Paulo FC20233,2023-06-18,3,2023,SESI Franca2023,São Paulo FC2023,10,18,0,8,4,10,2,4,11,15,1,7,3,8,2,2,14.760000000000002,21.880000000000003,18.32,10,11,-1,21,3,4.0
SESI Franca2023São Paulo FC2023,SESI Franca2023São Paulo FC20234,2023-06-18,4,2023,SESI Franca2023,São Paulo FC2023,15,13,0,6,3,7,9,14,14,16,2,9,1,7,6,7,22.16,28.08,25.12,15,14,1,29,4,3.0
Caxias2023Thalia/PH.D Esportes2023,Caxias2023Thalia/PH.D Esportes20231,2023-06-18,1,2023,Caxias2023,Thalia/PH.D Esportes2023,12,17,0,5,6,12,0,0,7,14,0,3,3,11,1,2,20.0,15.88,17.94,12,7,5,19,5,0.0
Caxias2023Thalia/PH.D Esportes2023,Caxias2023Thalia/PH.D Esportes20232,2023-06-18,2,2023,Caxias2023,Thalia/PH.D Esportes2023,16,14,1,6,3,8,7,8,11,15,1,2,2,13,4,8,22.52,20.52,21.52,16,11,5,27,10,5.0
Caxias2023Thalia/PH.D Esportes2023,Caxias2023Thalia/PH.D Esportes20233,2023-06-18,3,2023,Caxias2023,Thalia/PH.D Esportes2023,18,12,3,7,2,5,5,8,20,13,2,3,6,10,2,5,18.52,19.2,18.86,18,20,-2,38,8,10.0
Caxias2023Thalia/PH.D Esportes2023,Caxias2023Thalia/PH.D Esportes20234,2023-06-18,4,2023,Caxias2023,Thalia/PH.D Esportes2023,8,11,0,5,1,6,6,14,15,15,1,5,5,10,2,2,16.16,22.880000000000003,19.520000000000003,8,15,-7,23,1,8.0
Cerrado2023UNIFACISA2023,Cerrado2023UNIFACISA20231,2023-06-18,1,2023,Cerrado2023,UNIFACISA2023,9,20,2,14,1,6,1,2,32,20,4,4,9,16,2,2,22.88,20.88,21.88,9,32,-23,41,-23,0.0
Cerrado2023UNIFACISA2023,Cerrado2023UNIFACISA20232,2023-06-18,2,2023,Cerrado2023,UNIFACISA2023,21,21,4,14,3,7,3,5,22,15,3,5,6,10,1,3,22.2,17.32,19.76,21,22,-1,43,-24,-23.0
Cerrado2023UNIFACISA2023,Cerrado2023UNIFACISA20233,2023-06-18,3,2023,Cerrado2023,UNIFACISA2023,15,19,2,7,3,12,3,7,22,16,1,2,8,14,3,3,24.08,21.32,22.7,15,22,-7,37,-31,-24.0
Cerrado2023UNIFACISA2023,Cerrado2023UNIFACISA20234,2023-06-18,4,2023,Cerrado2023,UNIFACISA2023,20,26,3,16,5,10,1,6,23,15,1,4,6,11,8,11,27.64,21.84,24.74,20,23,-3,43,-34,-31.0
AABJ Joinville2023União Corinthians2023,AABJ Joinville2023União Corinthians20231,2023-06-18,1,2023,AABJ Joinville2023,União Corinthians2023,19,24,1,14,6,10,4,6,20,19,2,8,6,11,2,2,22.64,21.88,22.26,19,20,-1,39,-1,0.0
AABJ Joinville2023União Corinthians2023,AABJ Joinville2023União Corinthians20232,2023-06-18,2,2023,AABJ Joinville2023,União Corinthians2023,21,20,2,8,7,12,1,4,16,12,2,6,3,6,4,6,22.76,17.64,20.200000000000003,21,16,5,37,4,-1.0
AABJ Joinville2023União Corinthians2023,AABJ Joinville2023União Corinthians20233,2023-06-18,3,2023,AABJ Joinville2023,União Corinthians2023,20,17,3,8,5,9,1,2,23,19,1,5,9,14,2,3,16.88,17.32,17.1,20,23,-3,43,1,4.0
AABJ Joinville2023União Corinthians2023,AABJ Joinville2023União Corinthians20234,2023-06-18,4,2023,AABJ Joinville2023,União Corinthians2023,14,16,0,4,5,12,4,6,15,14,1,5,5,9,2,2,18.64,16.880000000000003,17.76,14,15,-1,29,0,1.0
AABJ Joinville2023União Corinthians2023,AABJ Joinville2023União Corinthians2023OT1,2023-06-18,OT1,2023,AABJ Joinville2023,União Corinthians2023,6,6,0,2,2,4,2,4,10,10,0,5,3,5,4,8,11.76,10.52,11.14,6,10,-4,16,-8,-4.0
B.Cearense2023Cerrado2023,B.Cearense2023Cerrado20231,2023-06-19,1,2023,B.Cearense2023,Cerrado2023,11,13,1,7,3,6,2,6,12,20,2,12,3,8,0,0,18.64,23.0,20.82,11,12,-1,23,-1,0.0
B.Cearense2023Cerrado2023,B.Cearense2023Cerrado20232,2023-06-19,2,2023,B.Cearense2023,Cerrado2023,23,17,2,4,7,13,3,4,18,18,3,8,4,10,1,2,19.76,18.88,19.32,23,18,5,41,4,-1.0
B.Cearense2023Cerrado2023,B.Cearense2023Cerrado20233,2023-06-19,3,2023,B.Cearense2023,Cerrado2023,21,14,1,8,4,6,10,13,10,21,1,10,2,11,3,6,23.72,24.64,24.18,21,10,11,31,15,4.0
B.Cearense2023Cerrado2023,B.Cearense2023Cerrado20234,2023-06-19,4,2023,B.Cearense2023,Cerrado2023,18,13,1,3,5,10,5,7,25,22,4,13,4,9,5,6,20.08,27.64,23.86,18,25,-7,43,8,15.0
Botafogo2023Flamengo2023,Botafogo2023Flamengo20231,2023-06-19,1,2023,Botafogo2023,Flamengo2023,17,16,1,4,5,12,4,5,16,21,2,9,4,12,2,3,21.2,20.32,20.76,17,16,1,33,1,0.0
Botafogo2023Flamengo2023,Botafogo2023Flamengo20232,2023-06-19,2,2023,Botafogo2023,Flamengo2023,20,18,1,7,6,11,5,9,18,16,1,6,5,10,5,7,23.96,22.08,23.02,20,18,2,38,3,1.0
Botafogo2023Flamengo2023,Botafogo2023Flamengo20233,2023-06-19,3,2023,Botafogo2023,Flamengo2023,7,19,0,8,3,11,1,1,9,14,0,7,3,7,3,4,16.44,16.759999999999998,16.6,7,9,-2,16,1,3.0
Botafogo2023Flamengo2023,Botafogo2023Flamengo20234,2023-06-19,4,2023,Botafogo2023,Flamengo2023,17,11,1,5,3,6,8,10,19,21,2,8,5,13,3,3,19.4,22.32,20.86,17,19,-2,36,-1,1.0
Caixa Brasília Basquete2023Minas2023,Caixa Brasília Basquete2023Minas20231,2023-06-19,1,2023,Caixa Brasília Basquete2023,Minas2023,7,15,0,5,3,10,1,2,33,17,5,9,5,8,8,10,21.880000000000003,21.4,21.64,7,33,-26,40,-26,0.0
Caixa Brasília Basquete2023Minas2023,Caixa Brasília Basquete2023Minas20232,2023-06-19,2,2023,Caixa Brasília Basquete2023,Minas2023,10,11,2,6,0,5,4,6,21,18,2,6,4,12,7,9,20.64,25.96,23.3,10,21,-11,31,-37,-26.0
Caixa Brasília Basquete2023Minas2023,Caixa Brasília Basquete2023Minas20233,2023-06-19,3,2023,Caixa Brasília Basquete2023,Minas2023,13,16,1,11,3,5,4,6,20,20,3,12,5,8,1,2,18.64,21.88,20.26,13,20,-7,33,-44,-37.0
Caixa Brasília Basquete2023Minas2023,Caixa Brasília Basquete2023Minas20234,2023-06-19,4,2023,Caixa Brasília Basquete2023,Minas2023,18,22,0,5,7,17,4,6,19,23,1,9,7,14,2,6,29.64,23.64,26.64,18,19,-1,37,-45,-44.0
Bauru Basket2023Mogi2023,Bauru Basket2023Mogi20231,2023-06-19,1,2023,Bauru Basket2023,Mogi2023,12,14,1,3,3,11,3,3,19,15,2,8,4,7,5,5,19.32,18.2,18.76,12,19,-7,31,-7,0.0
Bauru Basket2023Mogi2023,Bauru Basket2023Mogi20232,2023-06-19,2,2023,Bauru Basket2023,Mogi2023,19,17,3,9,3,8,4,5,19,14,2,6,3,8,7,10,23.2,21.4,22.3,19,19,0,38,-7,-7.0
